"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Maternal death unspecified"	"769.5"	"1974"	"1974"	2	213436958	0.0 (Unreliable)
	"Maternal death unspecified"	"769.5"	"1975"	"1975"	2	215457198	0.0 (Unreliable)
	"Maternal death unspecified"	"769.5"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Maternal death unspecified"	"769.5"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Maternal death unspecified"	"769.5"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Maternal death unspecified"	"769.5"			29	2320363006	0.0
	"Other"	"769.9"	"1968"	"1968"	85	199533564	0.0
	"Other"	"769.9"	"1969"	"1969"	80	201568206	0.0
	"Other"	"769.9"	"1970"	"1970"	81	203458035	0.0
	"Other"	"769.9"	"1971"	"1971"	63	206782970	0.0
	"Other"	"769.9"	"1972"	"1972"	36	209237411	0.0
	"Other"	"769.9"	"1973"	"1973"	48	211361965	0.0
	"Other"	"769.9"	"1974"	"1974"	65	213436958	0.0
	"Other"	"769.9"	"1975"	"1975"	49	215457198	0.0
	"Other"	"769.9"	"1976"	"1976"	39	217615788	0.0
	"Other"	"769.9"	"1977"	"1977"	52	219808632	0.0
	"Other"	"769.9"	"1978"	"1978"	45	222102279	0.0
"Total"	"Other"	"769.9"			643	2320363006	0.0
	"Placenta previa"	"770.0"	"1968"	"1968"	501	199533564	0.3
	"Placenta previa"	"770.0"	"1969"	"1969"	456	201568206	0.2
	"Placenta previa"	"770.0"	"1970"	"1970"	383	203458035	0.2
	"Placenta previa"	"770.0"	"1971"	"1971"	273	206782970	0.1
	"Placenta previa"	"770.0"	"1972"	"1972"	272	209237411	0.1
	"Placenta previa"	"770.0"	"1973"	"1973"	201	211361965	0.1
	"Placenta previa"	"770.0"	"1974"	"1974"	196	213436958	0.1
	"Placenta previa"	"770.0"	"1975"	"1975"	153	215457198	0.1
	"Placenta previa"	"770.0"	"1976"	"1976"	163	217615788	0.1
	"Placenta previa"	"770.0"	"1977"	"1977"	163	219808632	0.1
	"Placenta previa"	"770.0"	"1978"	"1978"	132	222102279	0.1
"Total"	"Placenta previa"	"770.0"			2893	2320363006	0.1
	"Premature separation of placenta"	"770.1"	"1968"	"1968"	1818	199533564	0.9
	"Premature separation of placenta"	"770.1"	"1969"	"1969"	1824	201568206	0.9
	"Premature separation of placenta"	"770.1"	"1970"	"1970"	1661	203458035	0.8
	"Premature separation of placenta"	"770.1"	"1971"	"1971"	1413	206782970	0.7
	"Premature separation of placenta"	"770.1"	"1972"	"1972"	1216	209237411	0.6
	"Premature separation of placenta"	"770.1"	"1973"	"1973"	976	211361965	0.5
	"Premature separation of placenta"	"770.1"	"1974"	"1974"	873	213436958	0.4
	"Premature separation of placenta"	"770.1"	"1975"	"1975"	707	215457198	0.3
	"Premature separation of placenta"	"770.1"	"1976"	"1976"	671	217615788	0.3
	"Premature separation of placenta"	"770.1"	"1977"	"1977"	640	219808632	0.3
	"Premature separation of placenta"	"770.1"	"1978"	"1978"	569	222102279	0.3
"Total"	"Premature separation of placenta"	"770.1"			12368	2320363006	0.5
	"Placental infarction"	"770.2"	"1968"	"1968"	40	199533564	0.0
	"Placental infarction"	"770.2"	"1969"	"1969"	26	201568206	0.0
	"Placental infarction"	"770.2"	"1970"	"1970"	26	203458035	0.0
	"Placental infarction"	"770.2"	"1971"	"1971"	14	206782970	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1972"	"1972"	14	209237411	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1973"	"1973"	12	211361965	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1974"	"1974"	12	213436958	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1975"	"1975"	10	215457198	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1976"	"1976"	12	217615788	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1977"	"1977"	4	219808632	0.0 (Unreliable)
	"Placental infarction"	"770.2"	"1978"	"1978"	8	222102279	0.0 (Unreliable)
"Total"	"Placental infarction"	"770.2"			178	2320363006	0.0
	"Other"	"770.8"	"1968"	"1968"	92	199533564	0.0
	"Other"	"770.8"	"1969"	"1969"	72	201568206	0.0
	"Other"	"770.8"	"1970"	"1970"	77	203458035	0.0
	"Other"	"770.8"	"1971"	"1971"	49	206782970	0.0
	"Other"	"770.8"	"1972"	"1972"	38	209237411	0.0
	"Other"	"770.8"	"1973"	"1973"	46	211361965	0.0
	"Other"	"770.8"	"1974"	"1974"	30	213436958	0.0
	"Other"	"770.8"	"1975"	"1975"	25	215457198	0.0
	"Other"	"770.8"	"1976"	"1976"	25	217615788	0.0
	"Other"	"770.8"	"1977"	"1977"	21	219808632	0.0
	"Other"	"770.8"	"1978"	"1978"	15	222102279	0.0 (Unreliable)
"Total"	"Other"	"770.8"			490	2320363006	0.0
	"Unspecified"	"770.9"	"1968"	"1968"	144	199533564	0.1
	"Unspecified"	"770.9"	"1969"	"1969"	149	201568206	0.1
	"Unspecified"	"770.9"	"1970"	"1970"	136	203458035	0.1
	"Unspecified"	"770.9"	"1971"	"1971"	131	206782970	0.1
	"Unspecified"	"770.9"	"1972"	"1972"	106	209237411	0.1
	"Unspecified"	"770.9"	"1973"	"1973"	87	211361965	0.0
	"Unspecified"	"770.9"	"1974"	"1974"	93	213436958	0.0
	"Unspecified"	"770.9"	"1975"	"1975"	99	215457198	0.0
	"Unspecified"	"770.9"	"1976"	"1976"	71	217615788	0.0
	"Unspecified"	"770.9"	"1977"	"1977"	42	219808632	0.0
	"Unspecified"	"770.9"	"1978"	"1978"	46	222102279	0.0
"Total"	"Unspecified"	"770.9"			1104	2320363006	0.0
	"Compression of cord"	"771.0"	"1968"	"1968"	64	199533564	0.0
	"Compression of cord"	"771.0"	"1969"	"1969"	66	201568206	0.0
	"Compression of cord"	"771.0"	"1970"	"1970"	68	203458035	0.0
	"Compression of cord"	"771.0"	"1971"	"1971"	61	206782970	0.0
	"Compression of cord"	"771.0"	"1972"	"1972"	56	209237411	0.0
	"Compression of cord"	"771.0"	"1973"	"1973"	43	211361965	0.0
	"Compression of cord"	"771.0"	"1974"	"1974"	43	213436958	0.0
	"Compression of cord"	"771.0"	"1975"	"1975"	45	215457198	0.0
	"Compression of cord"	"771.0"	"1976"	"1976"	28	217615788	0.0
	"Compression of cord"	"771.0"	"1977"	"1977"	35	219808632	0.0
	"Compression of cord"	"771.0"	"1978"	"1978"	36	222102279	0.0
"Total"	"Compression of cord"	"771.0"			545	2320363006	0.0
	"Prolapse of cord without mention of compression"	"771.1"	"1968"	"1968"	167	199533564	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1969"	"1969"	184	201568206	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1970"	"1970"	203	203458035	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1971"	"1971"	173	206782970	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1972"	"1972"	156	209237411	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1973"	"1973"	119	211361965	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1974"	"1974"	133	213436958	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1975"	"1975"	108	215457198	0.1
	"Prolapse of cord without mention of compression"	"771.1"	"1976"	"1976"	101	217615788	0.0
	"Prolapse of cord without mention of compression"	"771.1"	"1977"	"1977"	91	219808632	0.0
	"Prolapse of cord without mention of compression"	"771.1"	"1978"	"1978"	71	222102279	0.0
"Total"	"Prolapse of cord without mention of compression"	"771.1"			1506	2320363006	0.1
	"Other"	"771.9"	"1968"	"1968"	189	199533564	0.1
	"Other"	"771.9"	"1969"	"1969"	243	201568206	0.1
	"Other"	"771.9"	"1970"	"1970"	184	203458035	0.1
	"Other"	"771.9"	"1971"	"1971"	176	206782970	0.1
	"Other"	"771.9"	"1972"	"1972"	182	209237411	0.1
	"Other"	"771.9"	"1973"	"1973"	135	211361965	0.1
	"Other"	"771.9"	"1974"	"1974"	128	213436958	0.1
	"Other"	"771.9"	"1975"	"1975"	107	215457198	0.0
	"Other"	"771.9"	"1976"	"1976"	109	217615788	0.1
	"Other"	"771.9"	"1977"	"1977"	83	219808632	0.0
	"Other"	"771.9"	"1978"	"1978"	70	222102279	0.0
"Total"	"Other"	"771.9"			1606	2320363006	0.1
	"To brain"	"772.0"	"1968"	"1968"	1887	199533564	0.9
	"To brain"	"772.0"	"1969"	"1969"	1531	201568206	0.8
	"To brain"	"772.0"	"1970"	"1970"	1967	203458035	1.0
	"To brain"	"772.0"	"1971"	"1971"	1871	206782970	0.9
	"To brain"	"772.0"	"1972"	"1972"	1664	209237411	0.8
	"To brain"	"772.0"	"1973"	"1973"	1738	211361965	0.8
	"To brain"	"772.0"	"1974"	"1974"	1705	213436958	0.8
	"To brain"	"772.0"	"1975"	"1975"	1581	215457198	0.7
	"To brain"	"772.0"	"1976"	"1976"	1662	217615788	0.8
	"To brain"	"772.0"	"1977"	"1977"	1688	219808632	0.8
	"To brain"	"772.0"	"1978"	"1978"	1798	222102279	0.8
"Total"	"To brain"	"772.0"			19092	2320363006	0.8
	"To spinal cord"	"772.1"	"1968"	"1968"	7	199533564	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1969"	"1969"	6	201568206	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1970"	"1970"	8	203458035	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1974"	"1974"	3	213436958	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"To spinal cord"	"772.1"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"To spinal cord"	"772.1"			37	2320363006	0.0
	"To bone or nerve"	"772.2"	"1968"	"1968"	10	199533564	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1969"	"1969"	16	201568206	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1970"	"1970"	17	203458035	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1971"	"1971"	9	206782970	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1973"	"1973"	13	211361965	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1974"	"1974"	14	213436958	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1975"	"1975"	10	215457198	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1976"	"1976"	14	217615788	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1977"	"1977"	8	219808632	0.0 (Unreliable)
	"To bone or nerve"	"772.2"	"1978"	"1978"	6	222102279	0.0 (Unreliable)
"Total"	"To bone or nerve"	"772.2"			125	2320363006	0.0
	"Other and unspecified"	"772.9"	"1968"	"1968"	199	199533564	0.1
	"Other and unspecified"	"772.9"	"1969"	"1969"	174	201568206	0.1
	"Other and unspecified"	"772.9"	"1970"	"1970"	162	203458035	0.1
	"Other and unspecified"	"772.9"	"1971"	"1971"	146	206782970	0.1
	"Other and unspecified"	"772.9"	"1972"	"1972"	116	209237411	0.1
	"Other and unspecified"	"772.9"	"1973"	"1973"	101	211361965	0.0
	"Other and unspecified"	"772.9"	"1974"	"1974"	81	213436958	0.0
	"Other and unspecified"	"772.9"	"1975"	"1975"	62	215457198	0.0
	"Other and unspecified"	"772.9"	"1976"	"1976"	69	217615788	0.0
	"Other and unspecified"	"772.9"	"1977"	"1977"	43	219808632	0.0
	"Other and unspecified"	"772.9"	"1978"	"1978"	49	222102279	0.0
"Total"	"Other and unspecified"	"772.9"			1202	2320363006	0.1
	"With Rh incompatibility"	"774.0"	"1968"	"1968"	4	199533564	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1969"	"1969"	6	201568206	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1970"	"1970"	7	203458035	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1973"	"1973"	3	211361965	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1974"	"1974"	2	213436958	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"With Rh incompatibility"	"774.0"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"With Rh incompatibility"	"774.0"			29	2320363006	0.0
	"With ABO incompatibility"	"774.1"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1969"	"1969"	4	201568206	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1974"	"1974"	4	213436958	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"With ABO incompatibility"	"774.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"With ABO incompatibility"	"774.1"			12	2320363006	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1968"	"1968"	4	199533564	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"With other or unspecified blood incompatibility"	"774.2"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"With other or unspecified blood incompatibility"	"774.2"			7	2320363006	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1968"	"1968"	23	199533564	0.0
	"Without mention of cause"	"774.9"	"1969"	"1969"	19	201568206	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1970"	"1970"	14	203458035	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1971"	"1971"	13	206782970	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1973"	"1973"	9	211361965	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1974"	"1974"	7	213436958	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1975"	"1975"	9	215457198	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1977"	"1977"	7	219808632	0.0 (Unreliable)
	"Without mention of cause"	"774.9"	"1978"	"1978"	8	222102279	0.0 (Unreliable)
"Total"	"Without mention of cause"	"774.9"			122	2320363006	0.0
	"With Rh incompatibility"	"775.0"	"1968"	"1968"	312	199533564	0.2
	"With Rh incompatibility"	"775.0"	"1969"	"1969"	264	201568206	0.1
	"With Rh incompatibility"	"775.0"	"1970"	"1970"	273	203458035	0.1
	"With Rh incompatibility"	"775.0"	"1971"	"1971"	189	206782970	0.1
	"With Rh incompatibility"	"775.0"	"1972"	"1972"	118	209237411	0.1
	"With Rh incompatibility"	"775.0"	"1973"	"1973"	84	211361965	0.0
	"With Rh incompatibility"	"775.0"	"1974"	"1974"	98	213436958	0.0
	"With Rh incompatibility"	"775.0"	"1975"	"1975"	69	215457198	0.0
	"With Rh incompatibility"	"775.0"	"1976"	"1976"	54	217615788	0.0
	"With Rh incompatibility"	"775.0"	"1977"	"1977"	48	219808632	0.0
	"With Rh incompatibility"	"775.0"	"1978"	"1978"	33	222102279	0.0
"Total"	"With Rh incompatibility"	"775.0"			1542	2320363006	0.1
	"With ABO incompatibility"	"775.1"	"1968"	"1968"	18	199533564	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1969"	"1969"	11	201568206	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1970"	"1970"	9	203458035	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1971"	"1971"	9	206782970	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1972"	"1972"	12	209237411	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1973"	"1973"	7	211361965	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1974"	"1974"	9	213436958	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1975"	"1975"	7	215457198	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1976"	"1976"	7	217615788	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1977"	"1977"	8	219808632	0.0 (Unreliable)
	"With ABO incompatibility"	"775.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"With ABO incompatibility"	"775.1"			97	2320363006	0.0
	"With other or unspecified blood incomatibility"	"775.2"	"1968"	"1968"	14	199533564	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1969"	"1969"	13	201568206	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1970"	"1970"	11	203458035	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1971"	"1971"	11	206782970	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1972"	"1972"	12	209237411	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1973"	"1973"	7	211361965	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1974"	"1974"	8	213436958	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1976"	"1976"	3	217615788	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1977"	"1977"	5	219808632	0.0 (Unreliable)
	"With other or unspecified blood incomatibility"	"775.2"	"1978"	"1978"	5	222102279	0.0 (Unreliable)
"Total"	"With other or unspecified blood incomatibility"	"775.2"			92	2320363006	0.0
	"Without mention of cause"	"775.9"	"1968"	"1968"	578	199533564	0.3
	"Without mention of cause"	"775.9"	"1969"	"1969"	578	201568206	0.3
	"Without mention of cause"	"775.9"	"1970"	"1970"	514	203458035	0.3
	"Without mention of cause"	"775.9"	"1971"	"1971"	414	206782970	0.2
	"Without mention of cause"	"775.9"	"1972"	"1972"	348	209237411	0.2
	"Without mention of cause"	"775.9"	"1973"	"1973"	268	211361965	0.1
	"Without mention of cause"	"775.9"	"1974"	"1974"	213	213436958	0.1
	"Without mention of cause"	"775.9"	"1975"	"1975"	181	215457198	0.1
	"Without mention of cause"	"775.9"	"1976"	"1976"	167	217615788	0.1
	"Without mention of cause"	"775.9"	"1977"	"1977"	177	219808632	0.1
	"Without mention of cause"	"775.9"	"1978"	"1978"	167	222102279	0.1
"Total"	"Without mention of cause"	"775.9"			3605	2320363006	0.2
	"Aspiration of content of birth canal"	"776.0"	"1968"	"1968"	547	199533564	0.3
	"Aspiration of content of birth canal"	"776.0"	"1969"	"1969"	572	201568206	0.3
	"Aspiration of content of birth canal"	"776.0"	"1970"	"1970"	555	203458035	0.3
	"Aspiration of content of birth canal"	"776.0"	"1971"	"1971"	501	206782970	0.2
	"Aspiration of content of birth canal"	"776.0"	"1972"	"1972"	508	209237411	0.2
	"Aspiration of content of birth canal"	"776.0"	"1973"	"1973"	483	211361965	0.2
	"Aspiration of content of birth canal"	"776.0"	"1974"	"1974"	575	213436958	0.3
	"Aspiration of content of birth canal"	"776.0"	"1975"	"1975"	588	215457198	0.3
	"Aspiration of content of birth canal"	"776.0"	"1976"	"1976"	581	217615788	0.3
	"Aspiration of content of birth canal"	"776.0"	"1977"	"1977"	602	219808632	0.3
	"Aspiration of content of birth canal"	"776.0"	"1978"	"1978"	473	222102279	0.2
"Total"	"Aspiration of content of birth canal"	"776.0"			5985	2320363006	0.3
	"Hyaline membrane disease"	"776.1"	"1968"	"1968"	4554	199533564	2.3
	"Hyaline membrane disease"	"776.1"	"1969"	"1969"	4808	201568206	2.4
	"Hyaline membrane disease"	"776.1"	"1970"	"1970"	5306	203458035	2.6
	"Hyaline membrane disease"	"776.1"	"1971"	"1971"	5018	206782970	2.4
	"Hyaline membrane disease"	"776.1"	"1972"	"1972"	4690	209237411	2.2
	"Hyaline membrane disease"	"776.1"	"1973"	"1973"	4481	211361965	2.1
	"Hyaline membrane disease"	"776.1"	"1974"	"1974"	4308	213436958	2.0
	"Hyaline membrane disease"	"776.1"	"1975"	"1975"	3923	215457198	1.8
	"Hyaline membrane disease"	"776.1"	"1976"	"1976"	3273	217615788	1.5
	"Hyaline membrane disease"	"776.1"	"1977"	"1977"	3015	219808632	1.4
	"Hyaline membrane disease"	"776.1"	"1978"	"1978"	2671	222102279	1.2
"Total"	"Hyaline membrane disease"	"776.1"			46047	2320363006	2.0
	"Respiratory distress syndrome"	"776.2"	"1968"	"1968"	3719	199533564	1.9
	"Respiratory distress syndrome"	"776.2"	"1969"	"1969"	4129	201568206	2.0
	"Respiratory distress syndrome"	"776.2"	"1970"	"1970"	4461	203458035	2.2
	"Respiratory distress syndrome"	"776.2"	"1971"	"1971"	4525	206782970	2.2
	"Respiratory distress syndrome"	"776.2"	"1972"	"1972"	4272	209237411	2.0
	"Respiratory distress syndrome"	"776.2"	"1973"	"1973"	4101	211361965	1.9
	"Respiratory distress syndrome"	"776.2"	"1974"	"1974"	4033	213436958	1.9
	"Respiratory distress syndrome"	"776.2"	"1975"	"1975"	3881	215457198	1.8
	"Respiratory distress syndrome"	"776.2"	"1976"	"1976"	3799	217615788	1.7
	"Respiratory distress syndrome"	"776.2"	"1977"	"1977"	3610	219808632	1.6
	"Respiratory distress syndrome"	"776.2"	"1978"	"1978"	3341	222102279	1.5
"Total"	"Respiratory distress syndrome"	"776.2"			43871	2320363006	1.9
	"Fetal distress"	"776.3"	"1968"	"1968"	66	199533564	0.0
	"Fetal distress"	"776.3"	"1969"	"1969"	94	201568206	0.0
	"Fetal distress"	"776.3"	"1970"	"1970"	89	203458035	0.0
	"Fetal distress"	"776.3"	"1971"	"1971"	77	206782970	0.0
	"Fetal distress"	"776.3"	"1972"	"1972"	78	209237411	0.0
	"Fetal distress"	"776.3"	"1973"	"1973"	76	211361965	0.0
	"Fetal distress"	"776.3"	"1974"	"1974"	78	213436958	0.0
	"Fetal distress"	"776.3"	"1975"	"1975"	77	215457198	0.0
	"Fetal distress"	"776.3"	"1976"	"1976"	86	217615788	0.0
	"Fetal distress"	"776.3"	"1977"	"1977"	82	219808632	0.0
	"Fetal distress"	"776.3"	"1978"	"1978"	77	222102279	0.0
"Total"	"Fetal distress"	"776.3"			880	2320363006	0.0
	"Intrauterine anoxia"	"776.4"	"1968"	"1968"	149	199533564	0.1
	"Intrauterine anoxia"	"776.4"	"1969"	"1969"	139	201568206	0.1
	"Intrauterine anoxia"	"776.4"	"1970"	"1970"	118	203458035	0.1
	"Intrauterine anoxia"	"776.4"	"1971"	"1971"	114	206782970	0.1
	"Intrauterine anoxia"	"776.4"	"1972"	"1972"	96	209237411	0.0
	"Intrauterine anoxia"	"776.4"	"1973"	"1973"	88	211361965	0.0
	"Intrauterine anoxia"	"776.4"	"1974"	"1974"	100	213436958	0.0
	"Intrauterine anoxia"	"776.4"	"1975"	"1975"	63	215457198	0.0
	"Intrauterine anoxia"	"776.4"	"1976"	"1976"	60	217615788	0.0
	"Intrauterine anoxia"	"776.4"	"1977"	"1977"	52	219808632	0.0
	"Intrauterine anoxia"	"776.4"	"1978"	"1978"	60	222102279	0.0
"Total"	"Intrauterine anoxia"	"776.4"			1039	2320363006	0.0
	"Asphyxia of newborn, unspecified"	"776.9"	"1968"	"1968"	10277	199533564	5.2
	"Asphyxia of newborn, unspecified"	"776.9"	"1969"	"1969"	9602	201568206	4.8
	"Asphyxia of newborn, unspecified"	"776.9"	"1970"	"1970"	9443	203458035	4.6
	"Asphyxia of newborn, unspecified"	"776.9"	"1971"	"1971"	8199	206782970	4.0
	"Asphyxia of newborn, unspecified"	"776.9"	"1972"	"1972"	6714	209237411	3.2
	"Asphyxia of newborn, unspecified"	"776.9"	"1973"	"1973"	5397	211361965	2.6
	"Asphyxia of newborn, unspecified"	"776.9"	"1974"	"1974"	4663	213436958	2.2
	"Asphyxia of newborn, unspecified"	"776.9"	"1975"	"1975"	4059	215457198	1.9
	"Asphyxia of newborn, unspecified"	"776.9"	"1976"	"1976"	3604	217615788	1.7
	"Asphyxia of newborn, unspecified"	"776.9"	"1977"	"1977"	3274	219808632	1.5
	"Asphyxia of newborn, unspecified"	"776.9"	"1978"	"1978"	2965	222102279	1.3
"Total"	"Asphyxia of newborn, unspecified"	"776.9"			68197	2320363006	2.9
	"Immaturity, unqualified"	"777"	"1968"	"1968"	9431	199533564	4.7
	"Immaturity, unqualified"	"777"	"1969"	"1969"	8959	201568206	4.4
	"Immaturity, unqualified"	"777"	"1970"	"1970"	8756	203458035	4.3
	"Immaturity, unqualified"	"777"	"1971"	"1971"	7400	206782970	3.6
	"Immaturity, unqualified"	"777"	"1972"	"1972"	6248	209237411	3.0
	"Immaturity, unqualified"	"777"	"1973"	"1973"	5396	211361965	2.6
	"Immaturity, unqualified"	"777"	"1974"	"1974"	4731	213436958	2.2
	"Immaturity, unqualified"	"777"	"1975"	"1975"	4398	215457198	2.0
	"Immaturity, unqualified"	"777"	"1976"	"1976"	3978	217615788	1.8
	"Immaturity, unqualified"	"777"	"1977"	"1977"	3715	219808632	1.7
	"Immaturity, unqualified"	"777"	"1978"	"1978"	3679	222102279	1.7
"Total"	"Immaturity, unqualified"	"777"			66691	2320363006	2.9
	"Fetal blood loss before birth"	"778.0"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1970"	"1970"	2	203458035	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
